"","label","text"
"5082","ham","""Keep ur problems in ur heart, b'coz nobody will fight for u. Only u &amp; u have to fight for ur self &amp; win the battle. -VIVEKANAND- G 9t.. SD.."
"5084","ham","""HI BABE UAWAKE?FEELLIKW SHIT.JUSTFOUND OUT VIA ALETTER THATMUM GOTMARRIED 4thNOV.BEHIND OURBACKS  FUCKINNICE!SELFISH,DEVIOUSBITCH.ANYWAY,IL CALL U"""
"5088","ham","Sorry i missed your call. Can you please call back."
"5090","ham","Good morning, im suffering from fever and dysentry ..will not be able to come to office today."
"5091","ham","I wont do anything de."
"5094","ham","No no. I will check all rooms befor activities"
"5099","ham","But i'm really really broke oh. No amount is too small even  &lt;#&gt;"
"5101","spam","TheMob>Hit the link to get a premium Pink Panther game, the new no. 1 from Sugababes, a crazy Zebra animation or a badass Hoody wallpaper-all 4 FREE!"
"5105","spam","This msg is for your mobile content order It has been resent as previous attempt failed due to network error Queries to customersqueries@netvision.uk.com"
"5107","ham","A Boy loved a gal. He propsd bt she didnt mind. He gv lv lttrs, Bt her frnds threw thm. Again d boy decided 2 aproach d gal , dt time a truck was speeding towards d gal. Wn it was about 2 hit d girl,d boy ran like hell n saved her. She asked 'hw cn u run so fast?' D boy replied ""Boost is d secret of my energy"" n instantly d girl shouted ""our energy"" n Thy lived happily 2gthr drinking boost evrydy Moral of d story:- I hv free msgs:D;): gud ni8"
"5110","ham","I REALLY NEED 2 KISS U I MISS U MY BABY FROM UR BABY 4EVA"
"5113","spam","You have 1 new message. Please call 08715205273"
"5115","spam","December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update VCo FREE on 08002986906"
"5118","spam","Get 3 Lions England tone, reply lionm 4 mono or lionp 4 poly. 4 more go 2 www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply."
"5122","ham","Lol for real. She told my dad I have cancer"
"5123","spam","PRIVATE! Your 2003 Account Statement for 078"
"5126","ham","Hi Chikku, send some nice msgs"
"5138","ham","Sorry * was at the grocers."
"5139","ham","There are some nice pubs near here or there is Frankie n Bennys near the warner cinema?"
"5140","spam","YOU VE WON! Your 4* Costa Del Sol Holiday or £5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins"
"5141","ham","Yup... I havent been there before... You want to go for the yoga? I can call up to book"
"5142","ham","Oh shut it. Omg yesterday I had a dream that I had 2 kids both boys. I was so pissed. Not only about the kids but them being boys. I even told mark in my dream that he was changing diapers cause I'm not getting owed in the face."
"5144","spam","FREE for 1st week! No1 Nokia tone 4 ur mobile every week just txt NOKIA to 8077 Get txting and tell ur mates. www.getzed.co.uk POBox 36504 W45WQ 16+ norm150p/tone"
"5148","ham","Aiyar u so poor thing... I give u my support k... Jia you! I'll think of u..."
"5150","spam","Get your garden ready for summer with a FREE selection of summer bulbs and seeds worth £33:50 only with The Scotsman this Saturday. To stop go2 notxt.co.uk"
"5155","ham","Idk. I'm sitting here in a stop and shop parking lot right now bawling my eyes out because i feel like i'm a failure in everything. Nobody wants me and now i feel like i'm failing you."
"5157","ham","Like  &lt;#&gt; , same question"
"5159","ham","Sir, I need Velusamy sir's date of birth and company bank facilities details."
"5163","ham","Ok... Then r we meeting later?"
"5167","spam","Congrats 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid ur mates, play java games, Dload polypH music, noline rentl. bx420. ip4. 5we. 150p"
"5168","ham","Ü still got lessons?  Ü in sch?"
"5169","ham","Y she dun believe leh? I tot i told her it's true already. I thk she muz c us tog then she believe."
"5170","ham","Oh did you charge camera"
"5175","ham","Aight, text me tonight and we'll see what's up"
"5181","spam","SMS AUCTION - A BRAND NEW Nokia 7250 is up 4 auction today! Auction is FREE 2 join & take part! Txt NOKIA to 86021 now!"
"5182","ham","Hi hope u r both ok, he said he would text and he hasn't, have u seen him, let me down gently please"
"5183","ham","Babe! I fucking love you too !! You know? Fuck it was so good to hear your voice. I so need that. I crave it. I can't get enough. I adore you, Ahmad *kisses*"
"5185","ham","I sent them. Do you like?"
"5189","ham","I uploaded mine to Facebook"
"5191","ham","Okie"
"5192","spam","ree entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+"
"5193","spam","Our records indicate u maybe entitled to 5000 pounds in compensation for the Accident you had. To claim 4 free reply with CLAIM to this msg. 2 stop txt STOP"
"5195","ham","Oh oh... Den muz change plan liao... Go back have to yan jiu again..."
"5196","ham","It's wylie, you in tampa or sarasota?"
"5199","spam","Spook up your mob with a Halloween collection of a logo & pic message plus a free eerie tone, txt CARD SPOOK to 8007 zed 08701417012150p per logo/pic"
"5202","ham","Ugh my leg hurts. Musta overdid it on mon."
"5203","spam","Call Germany for only 1 pence per minute! Call from a fixed line via access number 0844 861 85 85. No prepayment. Direct access! www.telediscount.co.uk"
"5204","spam","YOU VE WON! Your 4* Costa Del Sol Holiday or £5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins"
"5208","spam","Had your mobile 11mths ? Update for FREE to Oranges latest colour camera mobiles & unlimited weekend calls. Call Mobile Upd8 on freefone 08000839402 or 2StopTxt"
"5211","ham","Hi.what you think about match?"
"5217","spam","Natalja (25/F) is inviting you to be her friend. Reply YES-440 or NO-440 See her: www.SMS.ac/u/nat27081980 STOP? Send STOP FRND to 62468"
"5218","ham","I keep ten rs in my shelf:) buy two egg."
"5222","ham","Pls she needs to dat slowly or she will vomit more."
"5227","ham","""OH FUCK. JUSWOKE UP IN A BED ON A BOATIN THE DOCKS. SLEPT WID 25 YEAR OLD. SPINOUT! GIV U DA GOSSIP L8R. XXX"""
"5231","spam","PRIVATE! Your 2003 Account Statement for <fone no> shows 800 un-redeemed S. I. M. points. Call 08715203656 Identifier Code: 42049 Expires 26/10/04"
"5235","spam","YOU ARE CHOSEN TO RECEIVE A £350 AWARD! Pls call claim number 09066364311 to collect your award which you are selected to receive as a valued mobile customer."
"5236","ham","Hey what how about your project. Started aha da."
"5239","ham","Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply.."
"5240","spam","Someonone you know is trying to contact you via our dating service! To find out who it could be call from your mobile or landline 09064015307 BOX334SK38ch"
"5245","ham","Hmm thinking lor..."
"5248","ham","Thank you princess! I want to see your nice juicy booty..."
"5251","ham","U come n search tat vid..not finishd.."
"5253","spam","Urgent! Please call 09061213237 from a landline. £5000 cash or a 4* holiday await collection. T &Cs SAE PO Box 177 M227XY. 16+"
"5268","ham","Gud ni8.swt drms.take care"
"5269","ham","HI DARLIN ITS KATE ARE U UP FOR DOIN SOMETHIN TONIGHT? IM GOING TO A PUB CALLED THE SWAN OR SOMETHING WITH MY PARENTS FOR ONE DRINK SO PHONE ME IF U CAN"
"5272","spam","If you don't, your prize will go to another customer. T&C at www.t-c.biz 18+ 150p/min Polo Ltd Suite 373 London W1J 6HL Please call back if busy"
"5279","ham","Dunno leh cant remember mayb lor. So wat time r we meeting tmr?"
"5280","ham","Best msg: It's hard to be with a person, when u know that one more step foward will make u fall in love.. &amp; One step back can ruin ur friendship.. good night:-) ..."
"5281","spam","URGENT! Your Mobile number has been awarded with a £2000 prize GUARANTEED. Call 09061790126 from land line. Claim 3030. Valid 12hrs only 150ppm"
"5283","ham","Vikky, come around  &lt;TIME&gt; .."
"5284","ham","And how you will do that, princess? :)"
"5286","ham","Yeah, probably here for a while"
"5288","spam","URGENT! You have won a 1 week FREE membership in our £100,000 Prize Jackpot! Txt the word: CLAIM to No: 81010 T&C www.dbuk.net LCCLTD POBOX 4403LDNW1A7RW18"
"5289","ham","I'm still pretty weak today .. Bad day ?"
"5290","ham","Hey ! Don't forget ... You are MINE ... For ME ... My possession ... MY property ... MMM ... *childish smile* ..."
"5291","ham","An excellent thought by a misundrstud frnd: I knw u hate me bt the day wen u'll knw the truth u'll hate urself:-( Gn:-)"
"5294","ham","Xy trying smth now. U eat already? We havent..."
"5295","spam","Urgent! Please call 09061213237 from landline. £5000 cash or a luxury 4* Canary Islands Holiday await collection. T&Cs SAE PO Box 177. M227XY. 150ppm. 16+"
"5297","spam","XMAS iscoming & ur awarded either £500 CD gift vouchers & free entry 2 r £100 weekly draw txt MUSIC to 87066 TnC www.Ldew.com1win150ppmx3age16subscription"
"5298","ham","Alex says he's not ok with you not being ok with it"
"5299","ham","Are u coming to the funeral home"
"5301","ham","I.ll hand her my phone to chat wit u"
"5302","ham","Well good morning mr . Hows london treatin' ya treacle?"
"5307","ham","Pls ask macho how much is budget for bb bold 2 is cos i saw a new one for  &lt;#&gt;  dollars."
"5309","ham","Ill be at yours in about 3 mins but look out for me"
"5313","ham","yeah, that's what I was thinking"
"5316","ham","My sister going to earn more than me da."
"5317","spam","Get the official ENGLAND poly ringtone or colour flag on yer mobile for tonights game! Text TONE or FLAG to 84199. Optout txt ENG STOP Box39822 W111WX £1.50"
"5324","ham","Ok no problem... Yup i'm going to sch at 4 if i rem correctly..."
"5328","ham","Gal n boy walking in d park. gal-can i hold ur hand? boy-y? do u think i would run away? gal-no, jst wana c how it feels walking in heaven with an prince..GN:-)"
"5329","ham","What makes you most happy?"
"5330","ham","Wishing you a wonderful week."
"5340","ham","My birthday is on feb  &lt;#&gt;  da. ."
"5341","ham","So when do you wanna gym?"
"5344","ham","And of course you should make a stink!"
"5345","spam","u r subscribed 2 TEXTCOMP 250 wkly comp. 1st wk?s free question follows, subsequent wks charged@150p/msg.2 unsubscribe txt STOP 2 84128,custcare 08712405020"
"5352","ham","I'm home..."
"5356","ham","Guai... Ü shd haf seen him when he's naughty... Ü so free today? Can go jogging..."
"5357","ham","Aiyo cos i sms ü then ü neva reply so i wait 4 ü to reply lar. I tot ü havent finish ur lab wat."
"5362","ham","This is ur face test ( 1 2 3 4 5 6 7 8 9  &lt;#&gt;  ) select any number i will tell ur face astrology.... am waiting. quick reply..."
"5364","ham","Yep get with the program. You're slacking."
"5367","spam","Call 09095350301 and send our girls into erotic ecstacy. Just 60p/min. To stop texts call 08712460324 (nat rate)"
"5368","spam","Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days."
"5369","spam","A £400 XMAS REWARD IS WAITING FOR YOU! Our computer has randomly picked you from our loyal mobile customers to receive a £400 reward. Just call 09066380611"
"5370","ham","Just trying to figure out when I'm suppose to see a couple different people this week. We said we'd get together but I didn't set dates"
"5371","spam","IMPORTANT MESSAGE. This is a final contact attempt. You have important messages waiting out our customer claims dept. Expires 13/4/04. Call 08717507382 NOW!"
"5372","ham","Hi mom we might be back later than  &lt;#&gt;"
"5373","spam","dating:i have had two of these. Only started after i sent a text to talk sport radio last week. Any connection do you think or coincidence?"
"5380","spam","The current leading bid is 151. To pause this auction send OUT. Customer Care: 08718726270"
"5381","spam","Free entry to the gr8prizes wkly comp 4 a chance to win the latest Nokia 8800, PSP or £250 cash every wk.TXT GREAT to 80878 http//www.gr8prizes.com 08715705022"
"5384","spam","You have 1 new message. Call 0207-083-6089"
"5394","ham","Watching ajith film ah?"
"5400","ham","That's necessarily respectful"
"5403","ham","HARD BUT TRUE: How much you show &amp;  express your love to someone....that much it will hurt when they leave you or you get seperated...!鈥┾??〨ud evening..."
"5406","ham","So gd got free ice cream... I oso wan..."
"5411","ham","... Are you in the pub?"
"5422","ham","I'm at bruce &amp; fowler now but I'm in my mom's car so I can't park (long story)"
"5423","ham","I dont know oh. Hopefully this month."
"5427","ham","U horrible gal... U knew dat i was going out wif him yest n u still come n ask me..."
"5428","ham","Otherwise had part time job na-tuition.."
"5429","ham","Oh yeah! And my diet just flew out the window"
"5430","spam","Santa Calling! Would your little ones like a call from Santa Xmas eve? Call 09058094583 to book your time."
"5431","ham","You didnt complete your gist oh."
"5432","ham","Er yeah, i will b there at 15:26, sorry! Just tell me which pub/cafe to sit in and come wen u can"
